ITINERARI,SECCIO,LENGTH,SOURCETHM,X_MID,Y_MID,X_BEG,Y_BEG,Y_END,X_END,BUFF_DIST,ORIG_FID,_count,_sum,_mean
"481","6",498.51034600700,,279247.56006100000,4616060.70065000001,279264.28210000001,4616309.39350000024,4615811.97580000013,279231.47369999997,500.00000000000,"2769",12841.000000000000000,21218.405939280986786,1.652395135836850
"465","1",498.37561286900,,295622.58519900002,4582689.23046000022,295549.30640000000,4582926.48249999993,4582451.25980000012,295688.46389999997,500.00000000000,"2770",12823.000000000000000,29701.038457587361336,2.316231650751568
"465","2",517.14740800200,,295763.73565100000,4582214.67874999996,295688.46389999997,4582451.25980000012,4582038.51869999990,295949.24500000000,500.00000000000,"2771",12966.000000000000000,36564.986112371087074,2.820066798732924
"465","3",600.48417817000,,296150.03788399999,4581826.49134000018,295949.24500000000,4582038.51869999990,4581546.45789999980,296249.82510000002,500.00000000000,"2772",13797.000000000000000,36467.804674267768860,2.643169143601346
"465","4",417.58575628300,,296326.72971200000,4581354.55221000034,296249.82510000002,4581546.45789999980,4581162.93989999965,296405.68150000001,500.00000000000,"2773",12010.000000000000000,29444.983837679028511,2.451705565168945
"465","5",464.55825658700,,296408.95539100002,4580938.58832000010,296405.68150000001,4581162.93989999965,4580709.18149999995,296440.81719999999,500.00000000000,"2774",12456.000000000000000,28087.256967484951019,2.254917868295195
"465","6",560.23485830100,,296493.31590300001,4580439.49505999964,296440.81719999999,4580709.18149999995,4580182.15809999965,296415.70079999999,500.00000000000,"2775",13354.000000000000000,26800.301451444625854,2.006911895420445
"486","2",601.17253537100,,386642.55958900001,4642427.02826000005,386808.59220000001,4642619.26339999959,4642163.65940000024,386580.79019999999,500.00000000000,"2776",13258.000000000000000,95678.434433877468109,7.216656692855444
"486","3",573.13697723300,,386372.13343699998,4642020.22611999977,386580.79019999999,4642163.65940000024,4641840.79050000012,386175.41029999999,500.00000000000,"2777",13262.000000000000000,94307.908821463584900,7.111137748564590
"486","4",546.35845904400,,386015.17089399998,4641649.53504000045,386175.41029999999,4641840.79050000012,4641541.23979999963,385768.23670000001,500.00000000000,"2778",13142.000000000000000,90973.736695945262909,6.922366207270224
"486","5",559.20238311400,,385501.53709000000,4641485.85398999974,385768.23670000001,4641541.23979999963,4641561.86760000046,385271.37719999999,500.00000000000,"2779",13221.000000000000000,85573.900044649839401,6.472573938782984
"486","6",571.86988539300,,385018.82505500002,4641497.65397000033,385271.37719999999,4641561.86760000046,4641407.60800000001,384790.66119999997,500.00000000000,"2780",13176.000000000000000,83721.700873345136642,6.354106016495534
"486","1",560.03975271600,,386989.22136700002,4642763.36512000021,387219.35330000002,4642893.92630000040,4642619.26339999959,386808.59220000001,500.00000000000,"2781",13007.000000000000000,91615.673199877142906,7.043566787105186
"480","1",501.59041446500,,286108.66955300001,4609209.76994999964,285859.68050000002,4609199.42910000030,4609245.55510000046,286356.48080000002,500.00000000000,"2782",11063.000000000000000,18768.361696207895875,1.696498390690400
"480","2",512.11623994500,,286607.68440600001,4609251.99954000022,286356.48080000002,4609245.55510000046,4609190.35510000028,286847.23170000000,500.00000000000,"2783",12794.000000000000000,35357.580263035371900,2.763606398548958
"480","3",500.29689311900,,287094.14635900001,4609188.32971999981,286847.23170000000,4609190.35510000028,4609110.95779999997,287331.93329999998,500.00000000000,"2784",12859.000000000000000,42795.280720011331141,3.328041116728465
"480","4",380.62742626400,,287507.23180100002,4609089.55492999963,287331.93329999998,4609110.95779999997,4609001.31390000042,287652.54719999997,500.00000000000,"2785",11473.000000000000000,36815.183923860080540,3.208854172741225
"480","5",724.31276212000,,287882.07721900003,4608794.67922999989,287626.83760000003,4609036.09750000015,4608637.59860000014,288206.05979999999,500.00000000000,"2786",15067.000000000000000,37205.272663308307528,2.469321873186985
"480","6",438.19672039700,,288399.42564999999,4608542.24189999979,288206.05979999999,4608637.59860000014,4608478.80399999954,288609.09560000000,500.00000000000,"2787",12212.000000000000000,20149.091765027493238,1.649942004997338
"446","1",483.27607511500,,363396.24900700001,4628201.62363000028,363521.60159999999,4628379.24789999984,4628007.47890000045,363295.60530000000,500.00000000000,"2788",12463.000000000000000,41179.010229580104351,3.304100957199720
"446","2",516.29722777800,,363343.34402199998,4627806.15840999968,363295.60530000000,4628007.47890000045,4627599.51150000002,363226.14319999999,500.00000000000,"2789",12506.000000000000000,40978.237736515700817,3.276686209540677
"446","3",485.04454099200,,363168.12943600002,4627368.55999999959,363226.14319999999,4627599.51150000002,4627135.28949999996,363144.94099999999,500.00000000000,"2790",12633.000000000000000,47268.713018774986267,3.741685507700070
"446","4",517.51158555100,,363199.09893199999,4626915.90885999985,363144.94099999999,4627135.28949999996,4626711.17939999979,363250.60170000000,500.00000000000,"2791",12550.000000000000000,47927.097746044397354,3.818892250680828
"446","5",501.82997963300,,363445.15227500000,4626570.44904999994,363250.60170000000,4626711.17939999979,4626344.30219999980,363454.09620000003,500.00000000000,"2792",12465.000000000000000,45200.004638284444809,3.626153601145964
"446","6",494.55231475800,,363667.89057500003,4626242.94278999977,363454.09620000003,4626344.30219999980,4626143.25349999964,363872.82539999997,500.00000000000,"2793",12679.000000000000000,45270.567937463521957,3.570515650876530
"461","1",431.72846335000,,387150.45105700003,4690826.51539999992,387243.27909999999,4690992.06309999991,4690803.64020000026,386941.24829999998,500.00000000000,"2794",11839.000000000000000,72442.488956749439240,6.118970264105874
"461","2",500.10000192400,,386704.19207500003,4690740.62127000000,386941.24829999998,4690803.64020000026,4690743.20600000024,386493.43510000000,500.00000000000,"2795",12662.000000000000000,93866.258493632092723,7.413225279863536
"461","3",451.79692321900,,386297.01088900003,4690716.50294999965,386493.43510000000,4690743.20600000024,4690669.77680000011,386077.10769999999,500.00000000000,"2796",12252.000000000000000,114056.224524438395747,9.309192337939797
"461","4",344.68190744400,,386023.87083400000,4690545.65694999974,386077.10769999999,4690669.77680000011,4690490.99679999985,386183.28950000001,500.00000000000,"2797",10709.000000000000000,106952.508533060550690,9.987161129242743
"461","5",499.95298409700,,386401.90249000001,4690399.02228000015,386183.28950000001,4690490.99679999985,4690512.28000000026,386556.40000000002,500.00000000000,"2798",12111.000000000000000,112403.994942605495453,9.281148950755965
"461","6",536.16626582400,,386761.54826299998,4690635.94940999988,386556.40000000002,4690512.28000000026,4690722.41500000004,387005.92190000002,500.00000000000,"2799",12975.000000000000000,103511.399132311344147,7.977757158559642
"498","1",588.38334767800,,347809.60075600003,4622926.15165000036,347955.46759999997,4623178.98330000043,4622663.53560000006,347678.67489999998,500.00000000000,"2800",13716.000000000000000,11877.587930223904550,0.865965874177888
"498","2",483.26117274200,,347556.70598999999,4622457.13984000031,347678.67489999998,4622663.53560000006,4622261.55709999986,347415.72190000000,500.00000000000,"2801",12676.000000000000000,10433.586411456577480,0.823097697338007
"498","3",452.94500628900,,347296.76496300002,4622069.15235999972,347415.72190000000,4622261.55709999986,4621873.41830000002,347182.96440000000,500.00000000000,"2802",12382.000000000000000,10899.411621416918933,0.880262608739858
"498","4",439.61014687100,,347063.81092800002,4621689.72941999976,347182.96440000000,4621873.41830000002,4621514.21690000035,346943.91619999998,500.00000000000,"2803",12227.000000000000000,13204.705833172423809,1.079962855416081
"498","5",526.07756286600,,346735.94784899999,4621370.56326000020,346943.91619999998,4621514.21690000035,4621165.08069999982,346575.27870000002,500.00000000000,"2804",13050.000000000000000,14933.797420084476471,1.144352292726780
"498","6",667.69423050700,,346424.66177100001,4620878.84449000005,346575.27870000002,4621165.08069999982,4620574.37999999989,346299.74410000001,500.00000000000,"2805",14450.000000000000000,13659.584849846549332,0.945299989608758
"336","1",557.29458938200,,361249.20996200002,4575614.66915000044,361155.58100000001,4575356.26240000036,4575877.86589999963,361303.23700000002,500.00000000000,"2806",13388.000000000000000,20041.457136427983642,1.496971701256945
